Province,Country,Date,Confirmed,Deaths,Recovered
,Albania,2020-03-14,38,1,0
,Albania,2020-03-13,33,1,0
,Albania,2020-03-12,23,1,0
,Albania,2020-03-11,12,1,0
,Albania,2020-03-10,10,0,0
,Albania,2020-03-09,2,0,0
,Albania,2020-03-08,0,0,0
,Albania,2020-03-07,0,0,0
,Albania,2020-03-06,0,0,0
,Albania,2020-03-05,0,0,0
,Albania,2020-03-04,0,0,0
,Albania,2020-03-03,0,0,0
,Albania,2020-03-02,0,0,0
,Albania,2020-03-01,0,0,0
,Albania,2020-02-29,0,0,0
,Albania,2020-02-28,0,0,0
,Albania,2020-02-27,0,0,0
,Albania,2020-02-26,0,0,0
,Albania,2020-02-25,0,0,0
,Albania,2020-02-24,0,0,0
,Albania,2020-02-23,0,0,0
,Albania,2020-02-22,0,0,0
,Albania,2020-02-21,0,0,0
,Albania,2020-02-20,0,0,0
,Albania,2020-02-19,0,0,0
,Albania,2020-02-18,0,0,0
,Albania,2020-02-17,0,0,0
,Albania,2020-02-16,0,0,0
,Albania,2020-02-15,0,0,0
,Albania,2020-02-14,0,0,0
,Albania,2020-02-13,0,0,0
,Albania,2020-02-12,0,0,0
,Albania,2020-02-11,0,0,0
,Albania,2020-02-10,0,0,0
,Albania,2020-02-09,0,0,0
,Albania,2020-02-08,0,0,0
,Albania,2020-02-07,0,0,0
,Albania,2020-02-06,0,0,0
,Albania,2020-02-05,0,0,0
,Albania,2020-02-04,0,0,0
,Albania,2020-02-03,0,0,0
,Albania,2020-02-02,0,0,0
,Albania,2020-02-01,0,0,0
,Albania,2020-01-31,0,0,0
,Albania,2020-01-30,0,0,0
,Albania,2020-01-29,0,0,0
,Albania,2020-01-28,0,0,0
,Albania,2020-01-27,0,0,0
,Albania,2020-01-26,0,0,0
,Albania,2020-01-25,0,0,0
,Albania,2020-01-24,0,0,0
,Albania,2020-01-23,0,0,0
,Albania,2020-01-22,0,0,0
,Algeria,2020-03-23,201,17,65
,Algeria,2020-03-22,201,17,65
,Algeria,2020-03-21,139,15,32
,Algeria,2020-03-20,90,11,32
,Algeria,2020-03-19,87,9,32
,Algeria,2020-03-18,74,7,12
,Algeria,2020-03-17,60,4,12
,Algeria,2020-03-16,54,4,12
,Algeria,2020-03-15,48,4,12
,Algeria,2020-03-14,37,3,12
,Algeria,2020-03-13,26,2,8
,Algeria,2020-03-12,24,1,8
,Algeria,2020-03-11,20,0,0
,Algeria,2020-03-10,20,0,0
,Algeria,2020-03-09,20,0,0
,Algeria,2020-03-08,19,0,0
,Algeria,2020-03-07,17,0,0
,Algeria,2020-03-06,17,0,0
,Algeria,2020-03-05,12,0,0
,Algeria,2020-03-04,12,0,0
,Algeria,2020-03-03,5,0,0
,Algeria,2020-03-02,3,0,0
,Algeria,2020-03-01,1,0,0
,Algeria,2020-02-29,1,0,0
,Algeria,2020-02-28,1,0,0
,Algeria,2020-02-27,1,0,0
,Algeria,2020-02-26,1,0,0
,Algeria,2020-02-25,1,0,0
,Algeria,2020-02-24,0,0,0
,Algeria,2020-02-23,0,0,0
,Algeria,2020-02-22,0,0,0
,Algeria,2020-02-21,0,0,0
,Algeria,2020-02-20,0,0,0
,Algeria,2020-02-19,0,0,0
,Algeria,2020-02-18,0,0,0
,Algeria,2020-02-17,0,0,0
,Algeria,2020-02-16,0,0,0
,Algeria,2020-02-15,0,0,0
,Algeria,2020-02-14,0,0,0
,Algeria,2020-02-13,0,0,0
,Algeria,2020-02-12,0,0,0
,Algeria,2020-02-11,0,0,0
,Algeria,2020-02-10,0,0,0
,Algeria,2020-02-09,0,0,0
,Algeria,2020-02-08,0,0,0
,Algeria,2020-02-07,0,0,0
,Algeria,2020-02-06,0,0,0
,Algeria,2020-02-05,0,0,0
,Algeria,2020-02-04,0,0,0
,Algeria,2020-02-03,0,0,0
,Algeria,2020-02-02,0,0,0
,Algeria,2020-02-01,0,0,0
,Algeria,2020-01-31,0,0,0
,Algeria,2020-01-30,0,0,0
,Algeria,2020-01-29,0,0,0
,Algeria,2020-01-28,0,0,0
,Algeria,2020-01-27,0,0,0
,Algeria,2020-01-26,0,0,0
,Algeria,2020-01-25,0,0,0
,Algeria,2020-01-24,0,0,0
,Algeria,2020-01-23,0,0,0
,Algeria,2020-01-22,0,0,0
,Andorra,2020-03-23,113,1,1
,Andorra,2020-03-22,113,1,1
,Andorra,2020-03-21,88,0,1
,Andorra,2020-03-20,75,0,1
,Andorra,2020-03-19,53,0,1
,Andorra,2020-03-18,39,0,1
,Andorra,2020-03-17,39,0,1
,Andorra,2020-03-16,2,0,1
,Andorra,2020-03-15,1,0,1
,Andorra,2020-03-14,1,0,1
,Andorra,2020-03-13,1,0,0
,Andorra,2020-03-12,1,0,1
,Andorra,2020-03-11,1,0,0
,Andorra,2020-03-10,1,0,0
,Andorra,2020-03-09,1,0,0
,Andorra,2020-03-08,1,0,0
,Andorra,2020-03-07,1,0,0
,Andorra,2020-03-06,1,0,0
,Andorra,2020-03-05,1,0,0
,Andorra,2020-03-04,1,0,0
,Andorra,2020-03-03,1,0,0
,Andorra,2020-03-02,1,0,0
,Andorra,2020-03-01,0,0,0
,Andorra,2020-02-29,0,0,0
,Andorra,2020-02-28,0,0,0
,Andorra,2020-02-27,0,0,0
,Andorra,2020-02-26,0,0,0
,Andorra,2020-02-25,0,0,0
,Andorra,2020-02-24,0,0,0
,Andorra,2020-02-23,0,0,0
,Andorra,2020-02-22,0,0,0
,Andorra,2020-02-21,0,0,0
,Andorra,2020-02-20,0,0,0
,Andorra,2020-02-19,0,0,0
,Andorra,2020-02-18,0,0,0
,Andorra,2020-02-17,0,0,0
,Andorra,2020-02-16,0,0,0
,Andorra,2020-02-15,0,0,0
,Andorra,2020-02-14,0,0,0
,Andorra,2020-02-13,0,0,0
,Andorra,2020-02-12,0,0,0
,Andorra,2020-02-11,0,0,0
,Andorra,2020-02-10,0,0,0
,Andorra,2020-02-09,0,0,0
,Andorra,2020-02-08,0,0,0
,Andorra,2020-02-07,0,0,0
,Andorra,2020-02-06,0,0,0
,Andorra,2020-02-05,0,0,0
,Andorra,2020-02-04,0,0,0
,Andorra,2020-02-03,0,0,0
,Andorra,2020-02-02,0,0,0
,Andorra,2020-02-01,0,0,0
,Andorra,2020-01-31,0,0,0
,Andorra,2020-01-30,0,0,0
,Andorra,2020-01-29,0,0,0
,Andorra,2020-01-28,0,0,0
,Andorra,2020-01-27,0,0,0
,Andorra,2020-01-26,0,0,0
,Andorra,2020-01-25,0,0,0
,Andorra,2020-01-24,0,0,0
,Andorra,2020-01-23,0,0,0
,Andorra,2020-01-22,0,0,0
,Angola,2020-03-23,2,0,0
,Angola,2020-03-22,2,0,0
,Angola,2020-03-21,2,0,0
,Angola,2020-03-20,1,0,0
,Angola,2020-03-19,0,0,0
,Angola,2020-03-18,0,0,0
,Angola,2020-03-17,0,0,0
,Angola,2020-03-16,0,0,0
,Angola,2020-03-15,0,0,0
,Angola,2020-03-14,0,0,0
,Angola,2020-03-13,0,0,0
,Angola,2020-03-12,0,0,0
,Angola,2020-03-11,0,0,0
,Angola,2020-03-10,0,0,0
,Angola,2020-03-09,0,0,0
,Angola,2020-03-08,0,0,0
,Angola,2020-03-07,0,0,0
,Angola,2020-03-06,0,0,0
,Angola,2020-03-05,0,0,0
,Angola,2020-03-04,0,0,0
,Angola,2020-03-03,0,0,0
,Angola,2020-03-02,0,0,0
,Angola,2020-03-01,0,0,0
,Angola,2020-02-29,0,0,0
,Angola,2020-02-28,0,0,0
,Angola,2020-02-27,0,0,0
,Angola,2020-02-26,0,0,0
,Angola,2020-02-25,0,0,0
,Angola,2020-02-24,0,0,0
,Angola,2020-02-23,0,0,0
,Angola,2020-02-22,0,0,0
,Angola,2020-02-21,0,0,0
,Angola,2020-02-20,0,0,0
,Angola,2020-02-19,0,0,0
,Angola,2020-02-18,0,0,0
,Angola,2020-02-17,0,0,0
,Angola,2020-02-16,0,0,0
,Angola,2020-02-15,0,0,0
,Angola,2020-02-14,0,0,0
,Angola,2020-02-13,0,0,0
,Angola,2020-02-12,0,0,0
,Angola,2020-02-11,0,0,0
,Angola,2020-02-10,0,0,0
,Angola,2020-02-09,0,0,0
,Angola,2020-02-08,0,0,0
,Angola,2020-02-07,0,0,0
,Angola,2020-02-06,0,0,0
,Angola,2020-02-05,0,0,0
,Angola,2020-02-04,0,0,0
,Angola,2020-02-03,0,0,0
,Angola,2020-02-02,0,0,0
,Angola,2020-02-01,0,0,0
,Angola,2020-01-31,0,0,0
,Angola,2020-01-30,0,0,0
,Angola,2020-01-29,0,0,0
,Angola,2020-01-28,0,0,0
,Angola,2020-01-27,0,0,0
,Angola,2020-01-26,0,0,0
,Angola,2020-01-25,0,0,0
,Angola,2020-01-24,0,0,0
,Angola,2020-01-23,0,0,0
,Angola,2020-01-22,0,0,0
,Antigua and Barbuda,2020-03-23,1,0,0
,Antigua and Barbuda,2020-03-22,1,0,0
,Antigua and Barbuda,2020-03-21,1,0,0
,Antigua and Barbuda,2020-03-20,1,0,0
,Antigua and Barbuda,2020-03-19,1,0,0
,Antigua and Barbuda,2020-03-18,1,0,0
,Antigua and Barbuda,2020-03-17,1,0,0
,Antigua and Barbuda,2020-03-16,1,0,0
,Antigua and Barbuda,2020-03-15,1,0,0
,Antigua and Barbuda,2020-03-14,1,0,0
,Antigua and Barbuda,2020-03-13,1,0,0
,Antigua and Barbuda,2020-03-12,0,0,0
,Antigua and Barbuda,2020-03-11,0,0,0
,Antigua and Barbuda,2020-03-10,0,0,0
,Antigua and Barbuda,2020-03-09,0,0,0
,Antigua and Barbuda,2020-03-08,0,0,0
,Antigua and Barbuda,2020-03-07,0,0,0
,Antigua and Barbuda,2020-03-06,0,0,0
,Antigua and Barbuda,2020-03-05,0,0,0
,Antigua and Barbuda,2020-03-04,0,0,0
,Antigua and Barbuda,2020-03-03,0,0,0
,Antigua and Barbuda,2020-03-02,0,0,0
,Antigua and Barbuda,2020-03-01,0,0,0
,Antigua and Barbuda,2020-02-29,0,0,0
,Antigua and Barbuda,2020-02-28,0,0,0
,Antigua and Barbuda,2020-02-27,0,0,0
,Antigua and Barbuda,2020-02-26,0,0,0
,Antigua and Barbuda,2020-02-25,0,0,0
,Antigua and Barbuda,2020-02-24,0,0,0
,Antigua and Barbuda,2020-02-23,0,0,0
,Antigua and Barbuda,2020-02-22,0,0,0
,Antigua and Barbuda,2020-02-21,0,0,0
,Antigua and Barbuda,2020-02-20,0,0,0
,Antigua and Barbuda,2020-02-19,0,0,0
,Antigua and Barbuda,2020-02-18,0,0,0
,Antigua and Barbuda,2020-02-17,0,0,0
,Antigua and Barbuda,2020-02-16,0,0,0
,Antigua and Barbuda,2020-02-15,0,0,0
,Antigua and Barbuda,2020-02-14,0,0,0
,Antigua and Barbuda,2020-02-13,0,0,0
,Antigua and Barbuda,2020-02-12,0,0,0
,Antigua and Barbuda,2020-02-11,0,0,0
,Antigua and Barbuda,2020-02-10,0,0,0
,Antigua and Barbuda,2020-02-09,0,0,0
,Antigua and Barbuda,2020-02-08,0,0,0
,Antigua and Barbuda,2020-02-07,0,0,0
,Antigua and Barbuda,2020-02-06,0,0,0
,Antigua and Barbuda,2020-02-05,0,0,0
,Antigua and Barbuda,2020-02-04,0,0,0
,Antigua and Barbuda,2020-02-03,0,0,0
,Antigua and Barbuda,2020-02-02,0,0,0
,Antigua and Barbuda,2020-02-01,0,0,0
,Antigua and Barbuda,2020-01-31,0,0,0
,Antigua and Barbuda,2020-01-30,0,0,0
,Antigua and Barbuda,2020-01-29,0,0,0
,Antigua and Barbuda,2020-01-28,0,0,0
,Antigua and Barbuda,2020-01-27,0,0,0
,Antigua and Barbuda,2020-01-26,0,0,0
,Antigua and Barbuda,2020-01-25,0,0,0
,Antigua and Barbuda,2020-01-24,0,0,0
,Antigua and Barbuda,2020-01-23,0,0,0
,Antigua and Barbuda,2020-01-22,0,0,0
,Argentina,2020-03-23,225,4,3
,Argentina,2020-03-22,225,4,3
,Argentina,2020-03-21,158,4,3
,Argentina,2020-03-20,128,3,3
,Argentina,2020-03-19,97,3,3
,Argentina,2020-03-18,79,2,3
,Argentina,2020-03-17,68,2,3
,Argentina,2020-03-16,56,2,1
,Argentina,2020-03-15,45,2,1
,Argentina,2020-03-14,34,2,1
,Argentina,2020-03-13,31,2,0
,Argentina,2020-03-12,19,1,0
,Argentina,2020-03-11,19,1,0
,Argentina,2020-03-10,17,1,0
,Argentina,2020-03-09,12,1,0
,Argentina,2020-03-08,12,1,0
,Argentina,2020-03-07,8,0,0
,Argentina,2020-03-06,2,0,0
,Argentina,2020-03-05,1,0,0
,Argentina,2020-03-04,1,0,0
,Argentina,2020-03-03,1,0,0
,Argentina,2020-03-02,0,0,0
,Argentina,2020-03-01,0,0,0
,Argentina,2020-02-29,0,0,0
,Argentina,2020-02-28,0,0,0
,Argentina,2020-02-27,0,0,0
,Argentina,2020-02-26,0,0,0
,Argentina,2020-02-25,0,0,0
,Argentina,2020-02-24,0,0,0
,Argentina,2020-02-23,0,0,0
,Argentina,2020-02-22,0,0,0
,Argentina,2020-02-21,0,0,0
,Argentina,2020-02-20,0,0,0
,Argentina,2020-02-19,0,0,0
,Argentina,2020-02-18,0,0,0
,Argentina,2020-02-17,0,0,0
,Argentina,2020-02-16,0,0,0
,Argentina,2020-02-15,0,0,0
,Argentina,2020-02-14,0,0,0
,Argentina,2020-02-13,0,0,0
,Argentina,2020-02-12,0,0,0
,Argentina,2020-02-11,0,0,0
,Argentina,2020-02-10,0,0,0
,Argentina,2020-02-09,0,0,0
,Argentina,2020-02-08,0,0,0
,Argentina,2020-02-07,0,0,0
,Argentina,2020-02-06,0,0,0
,Argentina,2020-02-05,0,0,0
,Argentina,2020-02-04,0,0,0
,Argentina,2020-02-03,0,0,0
,Argentina,2020-02-02,0,0,0
,Argentina,2020-02-01,0,0,0
,Argentina,2020-01-31,0,0,0
,Argentina,2020-01-30,0,0,0
,Argentina,2020-01-29,0,0,0
,Argentina,2020-01-28,0,0,0
,Argentina,2020-01-27,0,0,0
,Argentina,2020-01-26,0,0,0
,Argentina,2020-01-25,0,0,0
,Argentina,2020-01-24,0,0,0
,Argentina,2020-01-23,0,0,0
,Argentina,2020-01-22,0,0,0
,Armenia,2020-03-23,194,0,2
,Armenia,2020-03-22,194,0,2
,Armenia,2020-03-21,160,0,1
,Armenia,2020-03-20,136,0,1
,Armenia,2020-03-19,115,0,1
,Armenia,2020-03-18,84,0,1
,Armenia,2020-03-17,78,0,1
,Armenia,2020-03-16,52,0,0
,Armenia,2020-03-15,26,0,0
,Armenia,2020-03-14,18,0,0
,Armenia,2020-03-13,8,0,0
,Armenia,2020-03-12,4,0,0
,Armenia,2020-03-11,1,0,0
,Armenia,2020-03-10,1,0,0
,Armenia,2020-03-09,1,0,0
,Armenia,2020-03-08,1,0,0
,Armenia,2020-03-07,1,0,0
,Armenia,2020-03-06,1,0,0
,Armenia,2020-03-05,1,0,0
,Armenia,2020-03-04,1,0,0
,Armenia,2020-03-03,1,0,0
,Armenia,2020-03-02,1,0,0
,Armenia,2020-03-01,1,0,0
,Armenia,2020-02-29,0,0,0
,Armenia,2020-02-28,0,0,0
,Armenia,2020-02-27,0,0,0
,Armenia,2020-02-26,0,0,0
,Armenia,2020-02-25,0,0,0
,Armenia,2020-02-24,0,0,0
,Armenia,2020-02-23,0,0,0
,Armenia,2020-02-22,0,0,0
,Armenia,2020-02-21,0,0,0
,Armenia,2020-02-20,0,0,0
,Armenia,2020-02-19,0,0,0
,Armenia,2020-02-18,0,0,0
,Armenia,2020-02-17,0,0,0
,Armenia,2020-02-16,0,0,0
,Armenia,2020-02-15,0,0,0
,Armenia,2020-02-14,0,0,0
,Armenia,2020-02-13,0,0,0
,Armenia,2020-02-12,0,0,0
,Armenia,2020-02-11,0,0,0
,Armenia,2020-02-10,0,0,0
,Armenia,2020-02-09,0,0,0
,Armenia,2020-02-08,0,0,0
,Armenia,2020-02-07,0,0,0
,Armenia,2020-02-06,0,0,0
,Armenia,2020-02-05,0,0,0
,Armenia,2020-02-04,0,0,0
,Armenia,2020-02-03,0,0,0
,Armenia,2020-02-02,0,0,0
,Armenia,2020-02-01,0,0,0
,Armenia,2020-01-31,0,0,0
,Armenia,2020-01-30,0,0,0
,Armenia,2020-01-29,0,0,0
,Armenia,2020-01-28,0,0,0
,Armenia,2020-01-27,0,0,0
,Armenia,2020-01-26,0,0,0
,Armenia,2020-01-25,0,0,0
,Armenia,2020-01-24,0,0,0
,Armenia,2020-01-23,0,0,0
,Armenia,2020-01-22,0,0,0
Australian Capital Territory,Australia,2020-03-23,19,0,0
Australian Capital Territory,Australia,2020-03-22,19,0,0
Australian Capital Territory,Australia,2020-03-21,9,0,0
Australian Capital Territory,Australia,2020-03-20,6,0,0
Australian Capital Territory,Australia,2020-03-19,4,0,0
Australian Capital Territory,Australia,2020-03-18,3,0,0
Australian Capital Territory,Australia,2020-03-17,2,0,0
Australian Capital Territory,Australia,2020-03-16,2,0,0
Australian Capital Territory,Australia,2020-03-15,1,0,0
Australian Capital Territory,Australia,2020-03-14,1,0,0
Australian Capital Territory,Australia,2020-03-13,1,0,0
Australian Capital Territory,Australia,2020-03-12,0,0,0
Australian Capital Territory,Australia,2020-03-11,0,0,0
Australian Capital Territory,Australia,2020-03-10,0,0,0
Australian Capital Territory,Australia,2020-03-09,0,0,0
Australian Capital Territory,Australia,2020-03-08,0,0,0
Australian Capital Territory,Australia,2020-03-07,0,0,0
Australian Capital Territory,Australia,2020-03-06,0,0,0
Australian Capital Territory,Australia,2020-03-05,0,0,0
Australian Capital Territory,Australia,2020-03-04,0,0,0
Australian Capital Territory,Australia,2020-03-03,0,0,0
Australian Capital Territory,Australia,2020-03-02,0,0,0
Australian Capital Territory,Australia,2020-03-01,0,0,0
Australian Capital Territory,Australia,2020-02-29,0,0,0
Australian Capital Territory,Australia,2020-02-28,0,0,0
Australian Capital Territory,Australia,2020-02-27,0,0,0
Australian Capital Territory,Australia,2020-02-26,0,0,0
Australian Capital Territory,Australia,2020-02-25,0,0,0
Australian Capital Territory,Australia,2020-02-24,0,0,0
Australian Capital Territory,Australia,2020-02-23,0,0,0
Australian Capital Territory,Australia,2020-02-22,0,0,0
Australian Capital Territory,Australia,2020-02-21,0,0,0
Australian Capital Territory,Australia,2020-02-20,0,0,0
Australian Capital Territory,Australia,2020-02-19,0,0,0
Australian Capital Territory,Australia,2020-02-18,0,0,0
Australian Capital Territory,Australia,2020-02-17,0,0,0
Australian Capital Territory,Australia,2020-02-16,0,0,0
Australian Capital Territory,Australia,2020-02-15,0,0,0
Australian Capital Territory,Australia,2020-02-14,0,0,0
Australian Capital Territory,Australia,2020-02-13,0,0,0
Australian Capital Territory,Australia,2020-02-12,0,0,0
Australian Capital Territory,Australia,2020-02-11,0,0,0
Australian Capital Territory,Australia,2020-02-10,0,0,0
Australian Capital Territory,Australia,2020-02-09,0,0,0
Australian Capital Territory,Australia,2020-02-08,0,0,0
Australian Capital Territory,Australia,2020-02-07,0,0,0
Australian Capital Territory,Australia,2020-02-06,0,0,0
Australian Capital Territory,Australia,2020-02-05,0,0,0
Australian Capital Territory,Australia,2020-02-04,0,0,0
Australian Capital Territory,Australia,2020-02-03,0,0,0
Australian Capital Territory,Australia,2020-02-02,0,0,0
Australian Capital Territory,Australia,2020-02-01,0,0,0
Australian Capital Territory,Australia,2020-01-31,0,0,0
Australian Capital Territory,Australia,2020-01-30,0,0,0
Australian Capital Territory,Australia,2020-01-29,0,0,0
Australian Capital Territory,Australia,2020-01-28,0,0,0
Australian Capital Territory,Australia,2020-01-27,0,0,0
Australian Capital Territory,Australia,2020-01-26,0,0,0
Australian Capital Territory,Australia,2020-01-25,0,0,0
Australian Capital Territory,Australia,2020-01-24,0,0,0
Australian Capital Territory,Australia,2020-01-23,0,0,0
Australian Capital Territory,Australia,2020-01-22,0,0,0
From Diamond Princess,Australia,2020-03-23,0,0,0
From Diamond Princess,Australia,2020-03-22,0,0,0
From Diamond Princess,Australia,2020-03-21,0,0,0
From Diamond Princess,Australia,2020-03-20,0,0,0
From Diamond Princess,Australia,2020-03-19,0,0,0
From Diamond Princess,Australia,2020-03-18,0,0,0
From Diamond Princess,Australia,2020-03-17,0,0,0
From Diamond Princess,Australia,2020-03-16,0,0,0
From Diamond Princess,Australia,2020-03-15,0,0,0
From Diamond Princess,Australia,2020-03-14,0,0,0
From Diamond Princess,Australia,2020-03-13,0,0,0
From Diamond Princess,Australia,2020-03-12,0,0,0
From Diamond Princess,Australia,2020-03-11,0,0,0
From Diamond Princess,Australia,2020-03-10,0,0,0
From Diamond Princess,Australia,2020-03-09,0,0,0
From Diamond Princess,Australia,2020-03-08,0,0,0
From Diamond Princess,Australia,2020-03-07,0,0,0
From Diamond Princess,Australia,2020-03-06,0,0,0
From Diamond Princess,Australia,2020-03-05,0,0,0
From Diamond Princess,Australia,2020-03-04,0,0,0
From Diamond Princess,Australia,2020-03-03,0,0,0
From Diamond Princess,Australia,2020-03-02,0,0,0
From Diamond Princess,Australia,2020-03-01,0,0,0
From Diamond Princess,Australia,2020-02-29,0,0,0
From Diamond Princess,Australia,2020-02-28,8,0,0
From Diamond Princess,Australia,2020-02-27,8,0,0
From Diamond Princess,Australia,2020-02-26,7,0,0
From Diamond Princess,Australia,2020-02-25,7,0,0
From Diamond Princess,Australia,2020-02-24,7,0,0
From Diamond Princess,Australia,2020-02-23,7,0,0
From Diamond Princess,Australia,2020-02-22,7,0,0
From Diamond Princess,Australia,2020-02-21,4,0,0
From Diamond Princess,Australia,2020-02-20,0,0,0
From Diamond Princess,Australia,2020-02-19,0,0,0
From Diamond Princess,Australia,2020-02-18,0,0,0
From Diamond Princess,Australia,2020-02-17,0,0,0
From Diamond Princess,Australia,2020-02-16,0,0,0
From Diamond Princess,Australia,2020-02-15,0,0,0
From Diamond Princess,Australia,2020-02-14,0,0,0
From Diamond Princess,Australia,2020-02-13,0,0,0
From Diamond Princess,Australia,2020-02-12,0,0,0
From Diamond Princess,Australia,2020-02-11,0,0,0
From Diamond Princess,Australia,2020-02-10,0,0,0
From Diamond Princess,Australia,2020-02-09,0,0,0
From Diamond Princess,Australia,2020-02-08,0,0,0
From Diamond Princess,Australia,2020-02-07,0,0,0
From Diamond Princess,Australia,2020-02-06,0,0,0
From Diamond Princess,Australia,2020-02-05,0,0,0
From Diamond Princess,Australia,2020-02-04,0,0,0
From Diamond Princess,Australia,2020-02-03,0,0,0
From Diamond Princess,Australia,2020-02-02,0,0,0
From Diamond Princess,Australia,2020-02-01,0,0,0
From Diamond Princess,Australia,2020-01-31,0,0,0
From Diamond Princess,Australia,2020-01-30,0,0,0
From Diamond Princess,Australia,2020-01-29,0,0,0
From Diamond Princess,Australia,2020-01-28,0,0,0
From Diamond Princess,Australia,2020-01-27,0,0,0
From Diamond Princess,Australia,2020-01-26,0,0,0
From Diamond Princess,Australia,2020-01-25,0,0,0
From Diamond Princess,Australia,2020-01-24,0,0,0
From Diamond Princess,Australia,2020-01-23,0,0,0
From Diamond Princess,Australia,2020-01-22,0,0,0
New South Wales,Australia,2020-03-23,533,6,4
New South Wales,Australia,2020-03-22,533,6,4
New South Wales,Australia,2020-03-21,436,6,4
New South Wales,Australia,2020-03-20,353,6,4
New South Wales,Australia,2020-03-19,307,5,4
New South Wales,Australia,2020-03-18,267,5,4
New South Wales,Australia,2020-03-17,210,4,4
New South Wales,Australia,2020-03-16,171,2,4
New South Wales,Australia,2020-03-15,134,2,4
New South Wales,Australia,2020-03-14,112,2,4
New South Wales,Australia,2020-03-13,92,2,4
New South Wales,Australia,2020-03-12,65,2,4
New South Wales,Australia,2020-03-11,65,2,4
New South Wales,Australia,2020-03-10,55,2,4
New South Wales,Australia,2020-03-09,48,2,4
New South Wales,Australia,2020-03-08,38,2,4
New South Wales,Australia,2020-03-07,28,1,4
New South Wales,Australia,2020-03-06,26,1,4
New South Wales,Australia,2020-03-05,22,1,4
New South Wales,Australia,2020-03-04,22,1,4
New South Wales,Australia,2020-03-03,13,0,4
New South Wales,Australia,2020-03-02,6,0,4
New South Wales,Australia,2020-03-01,6,0,4
New South Wales,Australia,2020-02-29,4,0,4
New South Wales,Australia,2020-02-28,4,0,4
New South Wales,Australia,2020-02-27,4,0,4
New South Wales,Australia,2020-02-26,4,0,4
New South Wales,Australia,2020-02-25,4,0,4
New South Wales,Australia,2020-02-24,4,0,4
New South Wales,Australia,2020-02-23,4,0,4
New South Wales,Australia,2020-02-22,4,0,4
New South Wales,Australia,2020-02-21,4,0,4
New South Wales,Australia,2020-02-20,4,0,4
New South Wales,Australia,2020-02-19,4,0,4
New South Wales,Australia,2020-02-18,4,0,4
New South Wales,Australia,2020-02-17,4,0,4
New South Wales,Australia,2020-02-16,4,0,4
