Country,Date,Confirmed,Deaths,Recovered
Ecuador,2020-02-24,0,0,0
Ecuador,2020-02-23,0,0,0
Ecuador,2020-02-22,0,0,0
Ecuador,2020-02-21,0,0,0
Ecuador,2020-02-20,0,0,0
Ecuador,2020-02-19,0,0,0
Ecuador,2020-02-18,0,0,0
Ecuador,2020-02-17,0,0,0
Ecuador,2020-02-16,0,0,0
Ecuador,2020-02-15,0,0,0
Ecuador,2020-02-14,0,0,0
Ecuador,2020-02-13,0,0,0
Ecuador,2020-02-12,0,0,0
Ecuador,2020-02-11,0,0,0
Ecuador,2020-02-10,0,0,0
Ecuador,2020-02-09,0,0,0
Ecuador,2020-02-08,0,0,0
Ecuador,2020-02-07,0,0,0
Ecuador,2020-02-06,0,0,0
Ecuador,2020-02-05,0,0,0
Ecuador,2020-02-04,0,0,0
Ecuador,2020-02-03,0,0,0
Ecuador,2020-02-02,0,0,0
Ecuador,2020-02-01,0,0,0
Ecuador,2020-01-31,0,0,0
Ecuador,2020-01-30,0,0,0
Ecuador,2020-01-29,0,0,0
Ecuador,2020-01-28,0,0,0
Ecuador,2020-01-27,0,0,0
Ecuador,2020-01-26,0,0,0
Ecuador,2020-01-25,0,0,0
Ecuador,2020-01-24,0,0,0
Ecuador,2020-01-23,0,0,0
Ecuador,2020-01-22,0,0,0
Egypt,2020-03-23,327,14,56
Egypt,2020-03-22,327,14,56
Egypt,2020-03-21,294,10,41
Egypt,2020-03-20,285,8,39
Egypt,2020-03-19,256,6,32
Egypt,2020-03-18,196,6,32
Egypt,2020-03-17,196,4,32
Egypt,2020-03-16,150,2,27
Egypt,2020-03-15,110,2,21
Egypt,2020-03-14,109,2,27
Egypt,2020-03-13,80,2,27
Egypt,2020-03-12,67,1,27
Egypt,2020-03-11,60,1,27
Egypt,2020-03-10,59,1,1
Egypt,2020-03-09,55,1,1
Egypt,2020-03-08,49,1,1
Egypt,2020-03-07,15,0,1
Egypt,2020-03-06,15,0,1
Egypt,2020-03-05,3,0,1
Egypt,2020-03-04,2,0,1
Egypt,2020-03-03,2,0,1
Egypt,2020-03-02,2,0,1
Egypt,2020-03-01,2,0,1
Egypt,2020-02-29,1,0,1
Egypt,2020-02-28,1,0,1
Egypt,2020-02-27,1,0,0
Egypt,2020-02-26,1,0,0
Egypt,2020-02-25,1,0,0
Egypt,2020-02-24,1,0,0
Egypt,2020-02-23,1,0,0
Egypt,2020-02-22,1,0,0
Egypt,2020-02-21,1,0,0
Egypt,2020-02-20,1,0,0
Egypt,2020-02-19,1,0,0
Egypt,2020-02-18,1,0,0
Egypt,2020-02-17,1,0,0
Egypt,2020-02-16,1,0,0
Egypt,2020-02-15,1,0,0
Egypt,2020-02-14,1,0,0
Egypt,2020-02-13,0,0,0
Egypt,2020-02-12,0,0,0
Egypt,2020-02-11,0,0,0
Egypt,2020-02-10,0,0,0
Egypt,2020-02-09,0,0,0
Egypt,2020-02-08,0,0,0
Egypt,2020-02-07,0,0,0
Egypt,2020-02-06,0,0,0
Egypt,2020-02-05,0,0,0
Egypt,2020-02-04,0,0,0
Egypt,2020-02-03,0,0,0
Egypt,2020-02-02,0,0,0
Egypt,2020-02-01,0,0,0
Egypt,2020-01-31,0,0,0
Egypt,2020-01-30,0,0,0
Egypt,2020-01-29,0,0,0
Egypt,2020-01-28,0,0,0
Egypt,2020-01-27,0,0,0
Egypt,2020-01-26,0,0,0
Egypt,2020-01-25,0,0,0
Egypt,2020-01-24,0,0,0
Egypt,2020-01-23,0,0,0
Egypt,2020-01-22,0,0,0
El Salvador,2020-03-23,3,0,0
El Salvador,2020-03-22,3,0,0
El Salvador,2020-03-21,3,0,0
El Salvador,2020-03-20,1,0,0
El Salvador,2020-03-19,1,0,0
El Salvador,2020-03-18,0,0,0
El Salvador,2020-03-17,0,0,0
El Salvador,2020-03-16,0,0,0
El Salvador,2020-03-15,0,0,0
El Salvador,2020-03-14,0,0,0
El Salvador,2020-03-13,0,0,0
El Salvador,2020-03-12,0,0,0
El Salvador,2020-03-11,0,0,0
El Salvador,2020-03-10,0,0,0
El Salvador,2020-03-09,0,0,0
El Salvador,2020-03-08,0,0,0
El Salvador,2020-03-07,0,0,0
El Salvador,2020-03-06,0,0,0
El Salvador,2020-03-05,0,0,0
El Salvador,2020-03-04,0,0,0
El Salvador,2020-03-03,0,0,0
El Salvador,2020-03-02,0,0,0
El Salvador,2020-03-01,0,0,0
El Salvador,2020-02-29,0,0,0
El Salvador,2020-02-28,0,0,0
El Salvador,2020-02-27,0,0,0
El Salvador,2020-02-26,0,0,0
El Salvador,2020-02-25,0,0,0
El Salvador,2020-02-24,0,0,0
El Salvador,2020-02-23,0,0,0
El Salvador,2020-02-22,0,0,0
El Salvador,2020-02-21,0,0,0
El Salvador,2020-02-20,0,0,0
El Salvador,2020-02-19,0,0,0
El Salvador,2020-02-18,0,0,0
El Salvador,2020-02-17,0,0,0
El Salvador,2020-02-16,0,0,0
El Salvador,2020-02-15,0,0,0
El Salvador,2020-02-14,0,0,0
El Salvador,2020-02-13,0,0,0
El Salvador,2020-02-12,0,0,0
El Salvador,2020-02-11,0,0,0
El Salvador,2020-02-10,0,0,0
El Salvador,2020-02-09,0,0,0
El Salvador,2020-02-08,0,0,0
El Salvador,2020-02-07,0,0,0
El Salvador,2020-02-06,0,0,0
El Salvador,2020-02-05,0,0,0
El Salvador,2020-02-04,0,0,0
El Salvador,2020-02-03,0,0,0
El Salvador,2020-02-02,0,0,0
El Salvador,2020-02-01,0,0,0
El Salvador,2020-01-31,0,0,0
El Salvador,2020-01-30,0,0,0
El Salvador,2020-01-29,0,0,0
El Salvador,2020-01-28,0,0,0
El Salvador,2020-01-27,0,0,0
El Salvador,2020-01-26,0,0,0
El Salvador,2020-01-25,0,0,0
El Salvador,2020-01-24,0,0,0
El Salvador,2020-01-23,0,0,0
El Salvador,2020-01-22,0,0,0
Equatorial Guinea,2020-03-23,6,0,0
Equatorial Guinea,2020-03-22,6,0,0
Equatorial Guinea,2020-03-21,6,0,0
Equatorial Guinea,2020-03-20,6,0,0
Equatorial Guinea,2020-03-19,6,0,0
Equatorial Guinea,2020-03-18,4,0,0
Equatorial Guinea,2020-03-17,1,0,0
Equatorial Guinea,2020-03-16,1,0,0
Equatorial Guinea,2020-03-15,1,0,0
Equatorial Guinea,2020-03-14,0,0,0
Equatorial Guinea,2020-03-13,0,0,0
Equatorial Guinea,2020-03-12,0,0,0
Equatorial Guinea,2020-03-11,0,0,0
Equatorial Guinea,2020-03-10,0,0,0
Equatorial Guinea,2020-03-09,0,0,0
Equatorial Guinea,2020-03-08,0,0,0
Equatorial Guinea,2020-03-07,0,0,0
Equatorial Guinea,2020-03-06,0,0,0
Equatorial Guinea,2020-03-05,0,0,0
Equatorial Guinea,2020-03-04,0,0,0
Equatorial Guinea,2020-03-03,0,0,0
Equatorial Guinea,2020-03-02,0,0,0
Equatorial Guinea,2020-03-01,0,0,0
Equatorial Guinea,2020-02-29,0,0,0
Equatorial Guinea,2020-02-28,0,0,0
Equatorial Guinea,2020-02-27,0,0,0
Equatorial Guinea,2020-02-26,0,0,0
Equatorial Guinea,2020-02-25,0,0,0
Equatorial Guinea,2020-02-24,0,0,0
Equatorial Guinea,2020-02-23,0,0,0
Equatorial Guinea,2020-02-22,0,0,0
Equatorial Guinea,2020-02-21,0,0,0
Equatorial Guinea,2020-02-20,0,0,0
Equatorial Guinea,2020-02-19,0,0,0
Equatorial Guinea,2020-02-18,0,0,0
Equatorial Guinea,2020-02-17,0,0,0
Equatorial Guinea,2020-02-16,0,0,0
Equatorial Guinea,2020-02-15,0,0,0
Equatorial Guinea,2020-02-14,0,0,0
Equatorial Guinea,2020-02-13,0,0,0
Equatorial Guinea,2020-02-12,0,0,0
Equatorial Guinea,2020-02-11,0,0,0
Equatorial Guinea,2020-02-10,0,0,0
Equatorial Guinea,2020-02-09,0,0,0
Equatorial Guinea,2020-02-08,0,0,0
Equatorial Guinea,2020-02-07,0,0,0
Equatorial Guinea,2020-02-06,0,0,0
Equatorial Guinea,2020-02-05,0,0,0
Equatorial Guinea,2020-02-04,0,0,0
Equatorial Guinea,2020-02-03,0,0,0
Equatorial Guinea,2020-02-02,0,0,0
Equatorial Guinea,2020-02-01,0,0,0
Equatorial Guinea,2020-01-31,0,0,0
Equatorial Guinea,2020-01-30,0,0,0
Equatorial Guinea,2020-01-29,0,0,0
Equatorial Guinea,2020-01-28,0,0,0
Equatorial Guinea,2020-01-27,0,0,0
Equatorial Guinea,2020-01-26,0,0,0
Equatorial Guinea,2020-01-25,0,0,0
Equatorial Guinea,2020-01-24,0,0,0
Equatorial Guinea,2020-01-23,0,0,0
Equatorial Guinea,2020-01-22,0,0,0
Eritrea,2020-03-23,1,0,0
Eritrea,2020-03-22,1,0,0
Eritrea,2020-03-21,1,0,0
Eritrea,2020-03-20,0,0,0
Eritrea,2020-03-19,0,0,0
Eritrea,2020-03-18,0,0,0
Eritrea,2020-03-17,0,0,0
Eritrea,2020-03-16,0,0,0
Eritrea,2020-03-15,0,0,0
Eritrea,2020-03-14,0,0,0
Eritrea,2020-03-13,0,0,0
Eritrea,2020-03-12,0,0,0
Eritrea,2020-03-11,0,0,0
Eritrea,2020-03-10,0,0,0
Eritrea,2020-03-09,0,0,0
Eritrea,2020-03-08,0,0,0
Eritrea,2020-03-07,0,0,0
Eritrea,2020-03-06,0,0,0
Eritrea,2020-03-05,0,0,0
Eritrea,2020-03-04,0,0,0
Eritrea,2020-03-03,0,0,0
Eritrea,2020-03-02,0,0,0
Eritrea,2020-03-01,0,0,0
Eritrea,2020-02-29,0,0,0
Eritrea,2020-02-28,0,0,0
Eritrea,2020-02-27,0,0,0
Eritrea,2020-02-26,0,0,0
Eritrea,2020-02-25,0,0,0
Eritrea,2020-02-24,0,0,0
Eritrea,2020-02-23,0,0,0
Eritrea,2020-02-22,0,0,0
Eritrea,2020-02-21,0,0,0
Eritrea,2020-02-20,0,0,0
Eritrea,2020-02-19,0,0,0
Eritrea,2020-02-18,0,0,0
Eritrea,2020-02-17,0,0,0
Eritrea,2020-02-16,0,0,0
Eritrea,2020-02-15,0,0,0
Eritrea,2020-02-14,0,0,0
Eritrea,2020-02-13,0,0,0
Eritrea,2020-02-12,0,0,0
Eritrea,2020-02-11,0,0,0
Eritrea,2020-02-10,0,0,0
Eritrea,2020-02-09,0,0,0
Eritrea,2020-02-08,0,0,0
Eritrea,2020-02-07,0,0,0
Eritrea,2020-02-06,0,0,0
Eritrea,2020-02-05,0,0,0
Eritrea,2020-02-04,0,0,0
Eritrea,2020-02-03,0,0,0
Eritrea,2020-02-02,0,0,0
Eritrea,2020-02-01,0,0,0
Eritrea,2020-01-31,0,0,0
Eritrea,2020-01-30,0,0,0
Eritrea,2020-01-29,0,0,0
Eritrea,2020-01-28,0,0,0
Eritrea,2020-01-27,0,0,0
Eritrea,2020-01-26,0,0,0
Eritrea,2020-01-25,0,0,0
Eritrea,2020-01-24,0,0,0
Eritrea,2020-01-23,0,0,0
Eritrea,2020-01-22,0,0,0
Estonia,2020-03-23,326,0,2
Estonia,2020-03-22,326,0,2
Estonia,2020-03-21,306,0,1
Estonia,2020-03-20,283,0,1
Estonia,2020-03-19,267,0,1
Estonia,2020-03-18,258,0,1
Estonia,2020-03-17,225,0,1
Estonia,2020-03-16,205,0,1
Estonia,2020-03-15,171,0,1
Estonia,2020-03-14,115,0,0
Estonia,2020-03-13,79,0,0
Estonia,2020-03-12,16,0,0
Estonia,2020-03-11,16,0,0
Estonia,2020-03-10,12,0,0
Estonia,2020-03-09,10,0,0
Estonia,2020-03-08,10,0,0
Estonia,2020-03-07,10,0,0
Estonia,2020-03-06,10,0,0
Estonia,2020-03-05,3,0,0
Estonia,2020-03-04,2,0,0
Estonia,2020-03-03,2,0,0
Estonia,2020-03-02,1,0,0
Estonia,2020-03-01,1,0,0
Estonia,2020-02-29,1,0,0
Estonia,2020-02-28,1,0,0
Estonia,2020-02-27,1,0,0
Estonia,2020-02-26,0,0,0
Estonia,2020-02-25,0,0,0
Estonia,2020-02-24,0,0,0
Estonia,2020-02-23,0,0,0
Estonia,2020-02-22,0,0,0
Estonia,2020-02-21,0,0,0
Estonia,2020-02-20,0,0,0
Estonia,2020-02-19,0,0,0
Estonia,2020-02-18,0,0,0
Estonia,2020-02-17,0,0,0
Estonia,2020-02-16,0,0,0
Estonia,2020-02-15,0,0,0
Estonia,2020-02-14,0,0,0
Estonia,2020-02-13,0,0,0
Estonia,2020-02-12,0,0,0
Estonia,2020-02-11,0,0,0
Estonia,2020-02-10,0,0,0
Estonia,2020-02-09,0,0,0
Estonia,2020-02-08,0,0,0
Estonia,2020-02-07,0,0,0
Estonia,2020-02-06,0,0,0
Estonia,2020-02-05,0,0,0
Estonia,2020-02-04,0,0,0
Estonia,2020-02-03,0,0,0
Estonia,2020-02-02,0,0,0
Estonia,2020-02-01,0,0,0
Estonia,2020-01-31,0,0,0
Estonia,2020-01-30,0,0,0
Estonia,2020-01-29,0,0,0
Estonia,2020-01-28,0,0,0
Estonia,2020-01-27,0,0,0
Estonia,2020-01-26,0,0,0
Estonia,2020-01-25,0,0,0
Estonia,2020-01-24,0,0,0
Estonia,2020-01-23,0,0,0
Estonia,2020-01-22,0,0,0
Eswatini,2020-03-23,4,0,0
Eswatini,2020-03-22,4,0,0
Eswatini,2020-03-21,1,0,0
Eswatini,2020-03-20,1,0,0
Eswatini,2020-03-19,1,0,0
Eswatini,2020-03-18,1,0,0
Eswatini,2020-03-17,1,0,0
Eswatini,2020-03-16,1,0,0
Eswatini,2020-03-15,1,0,0
Eswatini,2020-03-14,1,0,0
Eswatini,2020-03-13,0,0,0
Eswatini,2020-03-12,0,0,0
Eswatini,2020-03-11,0,0,0
Eswatini,2020-03-10,0,0,0
Eswatini,2020-03-09,0,0,0
Eswatini,2020-03-08,0,0,0
Eswatini,2020-03-07,0,0,0
Eswatini,2020-03-06,0,0,0
Eswatini,2020-03-05,0,0,0
Eswatini,2020-03-04,0,0,0
Eswatini,2020-03-03,0,0,0
Eswatini,2020-03-02,0,0,0
Eswatini,2020-03-01,0,0,0
Eswatini,2020-02-29,0,0,0
Eswatini,2020-02-28,0,0,0
Eswatini,2020-02-27,0,0,0
Eswatini,2020-02-26,0,0,0
Eswatini,2020-02-25,0,0,0
Eswatini,2020-02-24,0,0,0
Eswatini,2020-02-23,0,0,0
Eswatini,2020-02-22,0,0,0
Eswatini,2020-02-21,0,0,0
Eswatini,2020-02-20,0,0,0
Eswatini,2020-02-19,0,0,0
Eswatini,2020-02-18,0,0,0
Eswatini,2020-02-17,0,0,0
Eswatini,2020-02-16,0,0,0
Eswatini,2020-02-15,0,0,0
Eswatini,2020-02-14,0,0,0
Eswatini,2020-02-13,0,0,0
Eswatini,2020-02-12,0,0,0
Eswatini,2020-02-11,0,0,0
Eswatini,2020-02-10,0,0,0
Eswatini,2020-02-09,0,0,0
Eswatini,2020-02-08,0,0,0
Eswatini,2020-02-07,0,0,0
Eswatini,2020-02-06,0,0,0
Eswatini,2020-02-05,0,0,0
Eswatini,2020-02-04,0,0,0
Eswatini,2020-02-03,0,0,0
Eswatini,2020-02-02,0,0,0
Eswatini,2020-02-01,0,0,0
Eswatini,2020-01-31,0,0,0
Eswatini,2020-01-30,0,0,0
Eswatini,2020-01-29,0,0,0
Eswatini,2020-01-28,0,0,0
Eswatini,2020-01-27,0,0,0
Eswatini,2020-01-26,0,0,0
Eswatini,2020-01-25,0,0,0
Eswatini,2020-01-24,0,0,0
Eswatini,2020-01-23,0,0,0
Eswatini,2020-01-22,0,0,0
Ethiopia,2020-03-23,11,0,4
Ethiopia,2020-03-22,11,0,4
Ethiopia,2020-03-21,9,0,0
Ethiopia,2020-03-20,9,0,0
Ethiopia,2020-03-19,6,0,0
Ethiopia,2020-03-18,6,0,0
Ethiopia,2020-03-17,5,0,0
Ethiopia,2020-03-16,5,0,0
Ethiopia,2020-03-15,1,0,0
Ethiopia,2020-03-14,1,0,0
Ethiopia,2020-03-13,1,0,0
Ethiopia,2020-03-12,0,0,0
Ethiopia,2020-03-11,0,0,0
Ethiopia,2020-03-10,0,0,0
Ethiopia,2020-03-09,0,0,0
Ethiopia,2020-03-08,0,0,0
Ethiopia,2020-03-07,0,0,0
Ethiopia,2020-03-06,0,0,0
Ethiopia,2020-03-05,0,0,0
Ethiopia,2020-03-04,0,0,0
Ethiopia,2020-03-03,0,0,0
Ethiopia,2020-03-02,0,0,0
Ethiopia,2020-03-01,0,0,0
Ethiopia,2020-02-29,0,0,0
Ethiopia,2020-02-28,0,0,0
Ethiopia,2020-02-27,0,0,0
Ethiopia,2020-02-26,0,0,0
Ethiopia,2020-02-25,0,0,0
Ethiopia,2020-02-24,0,0,0
Ethiopia,2020-02-23,0,0,0
Ethiopia,2020-02-22,0,0,0
Ethiopia,2020-02-21,0,0,0
Ethiopia,2020-02-20,0,0,0
Ethiopia,2020-02-19,0,0,0
Ethiopia,2020-02-18,0,0,0
Ethiopia,2020-02-17,0,0,0
Ethiopia,2020-02-16,0,0,0
Ethiopia,2020-02-15,0,0,0
Ethiopia,2020-02-14,0,0,0
Ethiopia,2020-02-13,0,0,0
Ethiopia,2020-02-12,0,0,0
Ethiopia,2020-02-11,0,0,0
Ethiopia,2020-02-10,0,0,0
Ethiopia,2020-02-09,0,0,0
Ethiopia,2020-02-08,0,0,0
Ethiopia,2020-02-07,0,0,0
Ethiopia,2020-02-06,0,0,0
Ethiopia,2020-02-05,0,0,0
Ethiopia,2020-02-04,0,0,0
Ethiopia,2020-02-03,0,0,0
Ethiopia,2020-02-02,0,0,0
Ethiopia,2020-02-01,0,0,0
Ethiopia,2020-01-31,0,0,0
Ethiopia,2020-01-30,0,0,0
Ethiopia,2020-01-29,0,0,0
Ethiopia,2020-01-28,0,0,0
Ethiopia,2020-01-27,0,0,0
Ethiopia,2020-01-26,0,0,0
Ethiopia,2020-01-25,0,0,0
Ethiopia,2020-01-24,0,0,0
Ethiopia,2020-01-23,0,0,0
Ethiopia,2020-01-22,0,0,0
Fiji,2020-03-23,2,0,0
Fiji,2020-03-22,2,0,0
Fiji,2020-03-21,1,0,0
Fiji,2020-03-20,1,0,0
Fiji,2020-03-19,1,0,0
Fiji,2020-03-18,0,0,0
Fiji,2020-03-17,0,0,0
Fiji,2020-03-16,0,0,0
Fiji,2020-03-15,0,0,0
Fiji,2020-03-14,0,0,0
Fiji,2020-03-13,0,0,0
Fiji,2020-03-12,0,0,0
Fiji,2020-03-11,0,0,0
Fiji,2020-03-10,0,0,0
Fiji,2020-03-09,0,0,0
Fiji,2020-03-08,0,0,0
Fiji,2020-03-07,0,0,0
Fiji,2020-03-06,0,0,0
Fiji,2020-03-05,0,0,0
Fiji,2020-03-04,0,0,0
Fiji,2020-03-03,0,0,0
Fiji,2020-03-02,0,0,0
Fiji,2020-03-01,0,0,0
Fiji,2020-02-29,0,0,0
Fiji,2020-02-28,0,0,0
Fiji,2020-02-27,0,0,0
Fiji,2020-02-26,0,0,0
Fiji,2020-02-25,0,0,0
Fiji,2020-02-24,0,0,0
Fiji,2020-02-23,0,0,0
Fiji,2020-02-22,0,0,0
Fiji,2020-02-21,0,0,0
Fiji,2020-02-20,0,0,0
Fiji,2020-02-19,0,0,0
Fiji,2020-02-18,0,0,0
Fiji,2020-02-17,0,0,0
Fiji,2020-02-16,0,0,0
Fiji,2020-02-15,0,0,0
Fiji,2020-02-14,0,0,0
Fiji,2020-02-13,0,0,0
Fiji,2020-02-12,0,0,0
Fiji,2020-02-11,0,0,0
Fiji,2020-02-10,0,0,0
Fiji,2020-02-09,0,0,0
Fiji,2020-02-08,0,0,0
Fiji,2020-02-07,0,0,0
Fiji,2020-02-06,0,0,0
Fiji,2020-02-05,0,0,0
Fiji,2020-02-04,0,0,0
Fiji,2020-02-03,0,0,0
Fiji,2020-02-02,0,0,0
Fiji,2020-02-01,0,0,0
Fiji,2020-01-31,0,0,0
Fiji,2020-01-30,0,0,0
Fiji,2020-01-29,0,0,0
Fiji,2020-01-28,0,0,0
Fiji,2020-01-27,0,0,0
Fiji,2020-01-26,0,0,0
Fiji,2020-01-25,0,0,0
Fiji,2020-01-24,0,0,0
Fiji,2020-01-23,0,0,0
Fiji,2020-01-22,0,0,0
Finland,2020-03-23,626,1,10
Finland,2020-03-22,626,1,10
Finland,2020-03-21,523,1,10
Finland,2020-03-20,450,0,10
Finland,2020-03-19,400,0,10
Finland,2020-03-18,336,0,10
Finland,2020-03-17,321,0,10
Finland,2020-03-16,277,0,10
Finland,2020-03-15,244,0,10
Finland,2020-03-14,225,0,1
Finland,2020-03-13,155,0,1
Finland,2020-03-12,59,0,1
Finland,2020-03-11,59,0,1
Finland,2020-03-10,40,0,1
Finland,2020-03-09,30,0,1
Finland,2020-03-08,23,0,1
Finland,2020-03-07,15,0,1
Finland,2020-03-06,15,0,1
Finland,2020-03-05,12,0,1
Finland,2020-03-04,6,0,1
Finland,2020-03-03,6,0,1
Finland,2020-03-02,6,0,1
Finland,2020-03-01,6,0,1
Finland,2020-02-29,3,0,1
Finland,2020-02-28,2,0,1
Finland,2020-02-27,2,0,1
Finland,2020-02-26,2,0,1
Finland,2020-02-25,1,0,1
Finland,2020-02-24,1,0,1
Finland,2020-02-23,1,0,1
Finland,2020-02-22,1,0,1
Finland,2020-02-21,1,0,1
Finland,2020-02-20,1,0,1
Finland,2020-02-19,1,0,1
Finland,2020-02-18,1,0,1
Finland,2020-02-17,1,0,1
Finland,2020-02-16,1,0,1
Finland,2020-02-15,1,0,1
Finland,2020-02-14,1,0,1
Finland,2020-02-13,1,0,1
Finland,2020-02-12,1,0,1
Finland,2020-02-11,1,0,0
Finland,2020-02-10,1,0,0
Finland,2020-02-09,1,0,0
Finland,2020-02-08,1,0,0
Finland,2020-02-07,1,0,0
Finland,2020-02-06,1,0,0
Finland,2020-02-05,1,0,0
Finland,2020-02-04,1,0,0
Finland,2020-02-03,1,0,0
Finland,2020-02-02,1,0,0
Finland,2020-02-01,1,0,0
Finland,2020-01-31,1,0,0
Finland,2020-01-30,1,0,0
Finland,2020-01-29,1,0,0
Finland,2020-01-28,0,0,0
Finland,2020-01-27,0,0,0
Finland,2020-01-26,0,0,0
Finland,2020-01-25,0,0,0
Finland,2020-01-24,0,0,0
Finland,2020-01-23,0,0,0
Finland,2020-01-22,0,0,0
France,2020-03-23,16044,674,2200
France,2020-03-22,16176,674,2206
France,2020-03-21,14431,562,12
France,2020-03-20,12726,450,12
France,2020-03-19,10947,243,12
France,2020-03-18,9105,148,12
France,2020-03-17,7699,148,12
France,2020-03-16,6668,148,12
France,2020-03-15,4523,91,12
France,2020-03-14,4487,91,12
France,2020-03-13,3678,79,12
France,2020-03-12,2290,48,12
France,2020-03-11,2290,48,12
France,2020-03-10,1792,33,12
France,2020-03-09,1217,19,12
France,2020-03-08,1134,19,12
France,2020-03-07,957,11,12
France,2020-03-06,656,9,12
France,2020-03-05,380,6,12
France,2020-03-04,288,4,12
France,2020-03-03,204,4,12
France,2020-03-02,191,3,12
France,2020-03-01,130,2,12
France,2020-02-29,100,2,12
France,2020-02-28,57,2,11
France,2020-02-27,38,2,11
France,2020-02-26,18,2,11
France,2020-02-25,14,1,11
France,2020-02-24,12,1,4
France,2020-02-23,12,1,4
France,2020-02-22,12,1,4
France,2020-02-21,12,1,4
France,2020-02-20,12,1,4
France,2020-02-19,12,1,4
France,2020-02-18,12,1,4
France,2020-02-17,12,1,4
France,2020-02-16,12,1,4
France,2020-02-15,12,1,4
France,2020-02-14,11,0,2
France,2020-02-13,11,0,2
France,2020-02-12,11,0,2
France,2020-02-11,11,0,0
France,2020-02-10,11,0,0
France,2020-02-09,11,0,0
France,2020-02-08,11,0,0
France,2020-02-07,6,0,0
France,2020-02-06,6,0,0
France,2020-02-05,6,0,0
France,2020-02-04,6,0,0
France,2020-02-03,6,0,0
France,2020-02-02,6,0,0
France,2020-02-01,6,0,0
France,2020-01-31,5,0,0
France,2020-01-30,5,0,0
France,2020-01-29,5,0,0
France,2020-01-28,4,0,0
France,2020-01-27,3,0,0
France,2020-01-26,3,0,0
France,2020-01-25,3,0,0
France,2020-01-24,2,0,0
France,2020-01-23,0,0,0
France,2020-01-22,0,0,0
French Guiana,2020-03-23,18,0,6
French Guiana,2020-03-22,0,0,0
French Guiana,2020-03-21,0,0,0
French Guiana,2020-03-20,0,0,0
French Guiana,2020-03-19,0,0,0
French Guiana,2020-03-18,0,0,0
French Guiana,2020-03-17,0,0,0
French Guiana,2020-03-16,0,0,0
French Guiana,2020-03-15,0,0,0
French Guiana,2020-03-14,0,0,0
French Guiana,2020-03-13,0,0,0
French Guiana,2020-03-12,0,0,0
French Guiana,2020-03-11,0,0,0
French Guiana,2020-03-10,0,0,0
French Guiana,2020-03-09,0,0,0
French Guiana,2020-03-08,0,0,0
French Guiana,2020-03-07,0,0,0
French Guiana,2020-03-06,0,0,0
French Guiana,2020-03-05,0,0,0
French Guiana,2020-03-04,0,0,0
French Guiana,2020-03-03,0,0,0
French Guiana,2020-03-02,0,0,0
French Guiana,2020-03-01,0,0,0
French Guiana,2020-02-29,0,0,0
French Guiana,2020-02-28,0,0,0
French Guiana,2020-02-27,0,0,0
French Guiana,2020-02-26,0,0,0
French Guiana,2020-02-25,0,0,0
French Guiana,2020-02-24,0,0,0
French Guiana,2020-02-23,0,0,0
French Guiana,2020-02-22,0,0,0
French Guiana,2020-02-21,0,0,0
French Guiana,2020-02-20,0,0,0
French Guiana,2020-02-19,0,0,0
French Guiana,2020-02-18,0,0,0
French Guiana,2020-02-17,0,0,0
French Guiana,2020-02-16,0,0,0
French Guiana,2020-02-15,0,0,0
French Guiana,2020-02-14,0,0,0
French Guiana,2020-02-13,0,0,0
French Guiana,2020-02-12,0,0,0
French Guiana,2020-02-11,0,0,0
French Guiana,2020-02-10,0,0,0
French Guiana,2020-02-09,0,0,0
French Guiana,2020-02-08,0,0,0
French Guiana,2020-02-07,0,0,0
French Guiana,2020-02-06,0,0,0
French Guiana,2020-02-05,0,0,0
French Guiana,2020-02-04,0,0,0
French Guiana,2020-02-03,0,0,0
French Guiana,2020-02-02,0,0,0
French Guiana,2020-02-01,0,0,0
French Guiana,2020-01-31,0,0,0
French Guiana,2020-01-30,0,0,0
French Guiana,2020-01-29,0,0,0
French Guiana,2020-01-28,0,0,0
French Guiana,2020-01-27,0,0,0
French Guiana,2020-01-26,0,0,0
French Guiana,2020-01-25,0,0,0
French Guiana,2020-01-24,0,0,0
French Guiana,2020-01-23,0,0,0
French Guiana,2020-01-22,0,0,0
Gabon,2020-03-23,5,1,0
Gabon,2020-03-22,5,1,0
Gabon,2020-03-21,4,1,0
Gabon,2020-03-20,3,1,0
Gabon,2020-03-19,1,0,0
Gabon,2020-03-18,1,0,0
Gabon,2020-03-17,1,0,0
Gabon,2020-03-16,1,0,0
Gabon,2020-03-15,1,0,0
Gabon,2020-03-14,1,0,0
Gabon,2020-03-13,0,0,0
Gabon,2020-03-12,0,0,0
Gabon,2020-03-11,0,0,0
Gabon,2020-03-10,0,0,0
Gabon,2020-03-09,0,0,0
Gabon,2020-03-08,0,0,0
Gabon,2020-03-07,0,0,0
Gabon,2020-03-06,0,0,0
Gabon,2020-03-05,0,0,0
Gabon,2020-03-04,0,0,0
Gabon,2020-03-03,0,0,0
Gabon,2020-03-02,0,0,0
Gabon,2020-03-01,0,0,0
Gabon,2020-02-29,0,0,0
Gabon,2020-02-28,0,0,0
Gabon,2020-02-27,0,0,0
Gabon,2020-02-26,0,0,0
Gabon,2020-02-25,0,0,0
Gabon,2020-02-24,0,0,0
Gabon,2020-02-23,0,0,0
Gabon,2020-02-22,0,0,0
Gabon,2020-02-21,0,0,0
Gabon,2020-02-20,0,0,0
